x0000,y0000,x0001,y0001,x0002,y0002
1.913,0.0010435, , , , ,
1.9135,0.0043335, , , , ,
1.914,-0.0035625, , , , ,
1.9145,-0.0108, , , , ,
1.915,-0.0022465, , , , ,
1.9155,0.01486, , , , ,
1.916,0.034598, , , , ,
1.9165,0.047099, , , , ,
1.917,0.04677, , , , ,
1.9175,0.035256, , , , ,
1.918,0.027361, , , , ,
1.9185,0.030322, , , , ,
1.919,0.035256, , , , ,
1.9195,0.036243, , , , ,
1.92,0.029335, , , , ,
1.9205,0.0036755, , , , ,
1.921,-0.019024, , , , ,
1.9215,-0.025275, , , , ,
1.922,-0.031196, , , , ,
1.9225,-0.046987, , , , ,
1.923,-0.056198, , , , ,
1.9235,-0.051922, , , , ,
1.924,-0.040736, , , , ,
1.9245,-0.034486, , , , ,
1.925,-0.02692, , , , ,
1.9255,-0.018366, , , , ,
1.926,-0.014748, , , , ,
1.9265,-0.015406, , , , ,
1.927,-0.015077, , , , ,
1.9275,-0.016721, , , , ,
1.928,-0.02363, , , , ,
1.9285,-0.030209, , , , ,
1.929,-0.02988, , , , ,
1.9295,-0.020011, , , , ,
1.93,-0.0052065, , , , ,
1.9305,0.0076225, , , , ,
1.931,0.019794, , , , ,
1.9315,0.026703, , , , ,
1.932,0.021768, , , , ,
1.9325,0.0056495, , , , ,
1.933,-0.010142, , , , ,
1.9335,-0.014748, , , , ,
1.934,-0.013761, , , , ,
1.9345,-0.018695, , , , ,
1.935,-0.030538, , , , ,
1.9355,-0.03975, , , , ,
1.936,-0.021327, , , , ,
1.9365,0.023413, , , , ,
1.937,0.04677, , , , ,
1.9375,0.040191, , , , ,
1.938,0.027032, , , , ,
1.9385,0.028019, , , , ,
1.939,0.038875, , , , ,
1.9395,0.044467, , , , ,
1.94,0.034269, , , , ,
1.9405,0.026703, , , , ,
1.941,0.017821, , , , ,
1.9415,-0.0038915, , , , ,
1.942,-0.0048775, , , , ,
1.9425,0.021768, , , , ,
1.943,0.039862, , , , ,
1.9435,0.040191, , , , ,
1.944,0.054665, , , , ,
1.9445,0.09151, , , , ,
1.945,0.12211, , , , ,
1.9455,0.12013, , , , ,
1.946,0.09809, , , , ,
1.9465,0.07868, , , , ,
1.947,0.064535, , , , ,
1.9475,0.032624, , , , ,
1.948,-0.015406, , , , ,
1.9485,-0.050935, , , , ,
1.949,-0.073963, , , , ,
1.9495,-0.099951, , , , ,
1.95,-0.1164, , , , ,
1.9505,-0.087779, , , , ,
1.951,-0.049619, , , , ,
1.9515,-0.043368, , , , ,
1.952,-0.066725, , , , ,
1.9525,-0.073634, , , , ,
1.953,-0.059488, , , , ,
1.9535,-0.054882, , , , ,
1.954,-0.05883, , , , ,
1.9545,-0.055869, , , , ,
1.955,-0.056856, , , , ,
1.9555,-0.050277, , , , ,
1.956,0.0017015, , , , ,
1.9565,0.065851, , , , ,
1.957,0.076049, , , , ,
1.9575,0.056968, , , , ,
1.958,0.054665, , , , ,
1.9585,0.065193, , , , ,
1.959,0.071114, , , , ,
1.9595,0.078351, , , , ,
1.96,0.058284, , , , ,
1.9605,-0.0012595, , , , ,
1.961,-0.052579, , , , ,
1.9615,-0.069357, , , , ,
1.962,-0.069686, , , , ,
1.9625,-0.079226, , , , ,
1.963,-0.093372, , , , ,
1.9635,-0.095017, , , , ,
1.964,-0.086135, , , , ,
1.9645,-0.079226, , , , ,
1.965,-0.062449, , , , ,
1.9655,-0.025604, , , , ,
1.966,0.0095965, , , , ,
1.9665,0.0244, , , , ,
1.967,0.061245, , , , ,
1.9675,0.11914, , , , ,
1.968,0.13263, , , , ,
1.9685,0.094471, , , , ,
1.969,0.056639, , , , ,
1.9695,0.036243, , , , ,
1.97,0.018479, , , , ,
1.9705,0.0069655, , , , ,
1.971,-0.011458, , , , ,
1.9715,-0.06212, , , , ,
1.972,-0.12298, , , , ,
1.9725,-0.14995, , , , ,
1.973,-0.14535, , , , ,
1.9735,-0.13416, , , , ,
1.974,-0.12824, , , , ,
1.9745,-0.12791, , , , ,
1.975,-0.12331, , , , ,
1.9755,-0.10686, , , , ,
1.976,-0.085806, , , , ,
1.9765,-0.065409, , , , ,
1.977,-0.040407, , , , ,
1.9775,-0.0088255, , , , ,
1.978,0.038217, , , , ,
1.9785,0.082299, , , , ,
1.979,0.087892, , , , ,
1.9795,0.074733, , , , ,
1.98,0.070127, , , , ,
1.9805,0.070785, , , , ,
1.981,0.06289, , , , ,
1.9815,0.048744, , , , ,
1.982,0.04052, , , , ,
1.9825,0.04052, , , , ,
1.983,0.03394, , , , ,
1.9835,0.02111, , , , ,
1.984,0.010254, , , , ,
1.9845,-0.0015885, , , , ,
1.985,-0.0108, , , , ,
1.9855,-0.016064, , , , ,
1.986,-0.022643, , , , ,
1.9865,-0.034157, , , , ,
1.987,-0.039421, , , , ,
1.9875,-0.019682, , , , ,
1.988,0.013544, , , , ,
1.9885,0.041507, , , , ,
1.989,0.051705, , , , ,
1.9895,0.051376, , , , ,
1.99,0.04677, , , , ,
1.9905,0.042494, , , , ,
1.991,0.030979, , , , ,
1.9915,0.012557, , , , ,
1.992,-0.00027255, , , , ,
1.9925,-0.0048775, , , , ,
1.993,-0.010471, , , , ,
1.9935,-0.02034, , , , ,
1.994,-0.033828, , , , ,
1.9945,-0.041723, , , , ,
1.995,-0.036789, , , , ,
1.9955,-0.022643, , , , ,
1.996,-0.0075095, , , , ,
1.9965,0.0023595, , , , ,
1.997,0.0049915, , , , ,
1.9975,0.010583, , , , ,
1.998,0.020123, , , , ,
1.9985,0.032624, , , , ,
1.999,0.039533, , , , ,
1.9995,0.033282, , , , ,
2,0.021768, , , , ,
2.0005,0.018808, , , , ,
2.001,0.025716, , , , ,
2.0015,0.038546, , , , ,
2.002,0.050389, , , , ,
2.0025,0.048415, , , , ,
2.003,0.03723, , , , ,
2.0035,0.026703, , , , ,
2.004,0.016505, , , , ,
2.0045,0.014202, , , , ,
2.005,0.019794, , , , ,
2.0055,0.014202, , , , ,
2.006,-0.0042205, , , , ,
2.0065,-0.018037, , , , ,
2.007,-0.017379, , , , ,
2.0075,-0.0055355, , , , ,
2.008,0.0089385, , , , ,
2.0085,0.01815, , , , ,
2.009,0.024071, , , , ,
2.0095,0.021768, , , , ,
2.01,0.017492, , , , ,
2.0105,0.022097, , , , ,
2.011,0.031637, , , , ,
2.0115,0.034598, , , , ,
2.012,0.032624, , , , ,
2.0125,0.031308, , , , ,
2.013,0.030322, , , , ,
2.0135,0.029335, , , , ,
2.014,0.025387, , , , ,
2.0145,0.01486, , , , ,
2.015,0.0036755, , , , ,
2.0155,-0.0029045, , , , ,
2.016,-0.013761, , , , ,
2.0165,-0.027907, , , , ,
2.017,-0.035473, , , , ,
2.0175,-0.03317, , , , ,
2.018,-0.025604, , , , ,
2.0185,-0.018366, , , , ,
2.019,-0.010142, , , , ,
2.0195,-0.0052065, , , , ,
2.02,-0.0038915, , , , ,
2.0205,-0.0058645, , , , ,
2.021,-0.0012595, , , , ,
2.0215,0.0079515, , , , ,
2.022,0.019794, , , , ,
2.0225,0.035914, , , , ,
2.023,0.047757, , , , ,
2.0235,0.045783, , , , ,
2.024,0.04052, , , , ,
2.0245,0.045783, , , , ,
2.025,0.05631, , , , ,
2.0255,0.06914, , , , ,
2.026,0.070785, , , , ,
2.0265,0.056639, , , , ,
2.027,0.036572, , , , ,
2.0275,0.033282, , , , ,
2.028,0.038875, , , , ,
2.0285,0.026045, , , , ,
2.029,0.0036755, , , , ,
2.0295,-0.014748, , , , ,
2.03,-0.034815, , , , ,
2.0305,-0.056527, , , , ,
2.031,-0.061133, , , , ,
2.0315,-0.056198, , , , ,
2.032,-0.052908, , , , ,
2.0325,-0.054553, , , , ,
2.033,-0.050606, , , , ,
2.0335,-0.029551, , , , ,
2.034,-0.016721, , , , ,
2.0345,-0.01409, , , , ,
2.035,-0.0068515, , , , ,
2.0355,0.0026885, , , , ,
2.036,-0.0065225, , , , ,
2.0365,-0.024617, , , , ,
2.037,-0.032183, , , , ,
2.0375,-0.042052, , , , ,
2.038,-0.064093, , , , ,
2.0385,-0.093043, , , , ,
2.039,-0.10818, , , , ,
2.0395,-0.10818, , , , ,
2.04,-0.10028, , , , ,
2.0405,-0.088437, , , , ,
2.041,-0.080542, , , , ,
2.0415,-0.073963, , , , ,
2.042,-0.064093, , , , ,
2.0425,-0.051264, , , , ,
2.043,-0.041394, , , , ,
2.0435,-0.037776, , , , ,
2.044,-0.038434, , , , ,
2.0445,-0.031525, , , , ,
2.045,-0.017708, , , , ,
2.0455,-0.0091545, , , , ,
2.046,-0.0068515, , , , ,
2.0465,-0.0035625, , , , ,
2.047,0.0043335, , , , ,
2.0475,0.013873, , , , ,
2.048,0.018479, , , , ,
2.0485,0.013544, , , , ,
2.049,0.010912, , , , ,
2.0495,0.052363, , , , ,
2.05,0.16882, , , , ,
2.0505,0.27903, , , , ,
2.051,0.37508, , , , ,
2.0515,0.4593, , , , ,
2.052,0.4774, , , , ,
2.0525,0.41785, , , , ,
2.053,0.33528, , , , ,
2.0535,0.29054, , , , ,
2.054,0.24777, , , , ,
2.0545,0.16652, , , , ,
2.055,0.066837, , , , ,
2.0555,-0.046329, , , , ,
2.056,-0.16904, , , , ,
2.0565,-0.27003, , , , ,
2.057,-0.32497, , , , ,
2.0575,-0.34142, , , , ,
2.058,-0.33188, , , , ,
2.0585,-0.31214, , , , ,
2.059,-0.2924, , , , ,
2.0595,-0.25983, , , , ,
2.06,-0.22891, , , , ,
2.0605,-0.21575, , , , ,
2.061,-0.21081, , , , ,
2.0615,-0.20687, , , , ,
2.062,-0.20193, , , , ,
2.0625,-0.18219, , , , ,
2.063,-0.15719, , , , ,
2.0635,-0.13252, , , , ,
2.064,-0.10554, , , , ,
2.0645,-0.084161, , , , ,
2.065,-0.069357, , , , ,
2.0655,-0.055211, , , , ,
2.066,-0.036789, , , , ,
2.0665,-0.018366, , , , ,
2.067,5.6451e-05, , , , ,
2.0675,0.017821, , , , ,
2.068,0.029006, , , , ,
2.0685,0.039533, , , , ,
2.069,0.051376, , , , ,
2.0695,0.055323, , , , ,
2.07,0.049731, , , , ,
2.0705,0.048086, , , , ,
2.071,0.052363, , , , ,
2.0715,0.051705, , , , ,
2.072,0.048415, , , , ,
2.0725,0.057626, , , , ,
2.073,0.080325, , , , ,
2.0735,0.0948, , , , ,
2.074,0.08855, , , , ,
2.0745,0.069469, , , , ,
2.075,0.05631, , , , ,
2.0755,0.054008, , , , ,
2.076,0.060916, , , , ,
2.0765,0.06618, , , , ,
2.077,0.058942, , , , ,
2.0775,0.039533, , , , ,
2.078,0.028677, , , , ,
2.0785,0.039204, , , , ,
2.079,0.051047, , , , ,
2.0795,0.051376, , , , ,
2.08,0.047428, , , , ,
2.0805,0.046441, , , , ,
2.081,0.039533, , , , ,
2.0815,0.024071, , , , ,
2.082,0.012886, , , , ,
2.0825,0.016176, , , , ,
2.083,0.02769, , , , ,
2.0835,0.034598, , , , ,
2.084,0.031966, , , , ,
2.0845,0.026045, , , , ,
2.085,0.019794, , , , ,
2.0855,0.018479, , , , ,
2.086,0.01815, , , , ,
2.0865,0.015189, , , , ,
2.087,0.015189, , , , ,
2.0875,0.019465, , , , ,
2.088,0.031966, , , , ,
2.0885,0.048744, , , , ,
2.089,0.067166, , , , ,
2.0895,0.084273, , , , ,
2.09,0.095787, , , , ,
2.0905,0.099077, , , , ,
2.091,0.10039, , , , ,
2.0915,0.095458, , , , ,
2.092,0.077036, , , , ,
2.0925,0.055981, , , , ,
2.093,0.032624, , , , ,
2.0935,0.0023595, , , , ,
2.094,-0.038763, , , , ,
2.0945,-0.069028, , , , ,
2.095,-0.070344, , , , ,
2.0955,-0.073305, , , , ,
2.096,-0.08449, , , , ,
2.0965,-0.091069, , , , ,
2.097,-0.093701, , , , ,
2.0975,-0.090411, , , , ,
2.098,-0.085806, , , , ,
2.0985,-0.080213, , , , ,
2.099,-0.072647, , , , ,
2.0995,-0.062778, , , , ,
2.1,-0.049619, , , , ,
2.1005,-0.041065, , , , ,
2.101,-0.032512, , , , ,
2.1015,-0.016721, , , , ,
2.102,0.0030175, , , , ,
2.1025,0.020452, , , , ,
2.103,0.049402, , , , ,
2.1035,0.13066, , , , ,
2.104,0.22244, , , , ,
2.1045,0.26389, , , , ,
2.105,0.24185, , , , ,
2.1055,0.19514, , , , ,
2.106,0.16158, , , , ,
2.1065,0.12474, , , , ,
2.107,0.074733, , , , ,
2.1075,0.010912, , , , ,
2.108,-0.040079, , , , ,
2.1085,-0.060146, , , , ,
2.109,-0.090411, , , , ,
2.1095,-0.14305, , , , ,
2.11,-0.19469, , , , ,
2.1105,-0.22661, , , , ,
2.111,-0.22726, , , , ,
2.1115,-0.19667, , , , ,
2.112,-0.16871, , , , ,
2.1125,-0.14699, , , , ,
2.113,-0.12857, , , , ,
2.1135,-0.10982, , , , ,
2.114,-0.086464, , , , ,
2.1145,-0.058501, , , , ,
2.115,-0.036789, , , , ,
2.1155,-0.019024, , , , ,
2.116,-0.0019175, , , , ,
2.1165,0.0089385, , , , ,
2.117,0.0059785, , , , ,
2.1175,-0.0025755, , , , ,
2.118,-0.0081675, , , , ,
2.1185,-0.0071805, , , , ,
2.119,-0.0075095, , , , ,
2.1195,-0.013761, , , , ,
2.12,-0.024617, , , , ,
2.1205,-0.046329, , , , ,
2.121,-0.059488, , , , ,
2.1215,-0.053566, , , , ,
2.122,-0.038105, , , , ,
2.1225,-0.025275, , , , ,
2.123,-0.019682, , , , ,
2.1235,-0.0108, , , , ,
2.124,0.0086095, , , , ,
2.1245,0.028677, , , , ,
2.125,0.038217, , , , ,
2.1255,0.032624, , , , ,
2.126,0.020781, , , , ,
2.1265,0.016176, , , , ,
2.127,0.019136, , , , ,
2.1275,0.025716, , , , ,
2.128,0.034269, , , , ,
2.1285,0.043809, , , , ,
2.129,0.054994, , , , ,
2.1295,0.072101, , , , ,
2.13,0.079009, , , , ,
2.1305,0.07243, , , , ,
2.131,0.072759, , , , ,
2.1315,0.072759, , , , ,
2.132,0.06289, , , , ,
2.1325,0.048086, , , , ,
2.133,0.030322, , , , ,
2.1335,0.014202, , , , ,
2.134,0.0043335, , , , ,
2.1345,-0.010142, , , , ,
2.135,-0.023959, , , , ,
2.1355,-0.026591, , , , ,
2.136,-0.020669, , , , ,
2.1365,-0.012774, , , , ,
2.137,-0.0094835, , , , ,
2.1375,-0.0108, , , , ,
2.138,-0.0042205, , , , ,
2.1385,0.012557, , , , ,
2.139,0.027032, , , , ,
2.1395,0.029006, , , , ,
2.14,0.029335, , , , ,
2.1405,0.031966, , , , ,
2.141,0.033282, , , , ,
2.1415,0.034598, , , , ,
2.142,0.034927, , , , ,
2.1425,0.029335, , , , ,
2.143,0.030322, , , , ,
2.1435,0.039862, , , , ,
2.144,0.038875, , , , ,
2.1445,0.017821, , , , ,
2.145,0.0046625, , , , ,
2.1455,0.010583, , , , ,
2.146,0.01486, , , , ,
2.1465,-0.00027255, , , , ,
2.147,-0.013761, , , , ,
2.1475,-0.014419, , , , ,
2.148,-0.020011, , , , ,
2.1485,-0.034815, , , , ,
2.149,-0.045342, , , , ,
2.1495,-0.046, , , , ,
2.15,-0.045342, , , , ,
2.1505,-0.039421, , , , ,
2.151,-0.028236, , , , ,
2.1515,-0.020998, , , , ,
2.152,-0.019024, , , , ,
2.1525,-0.016393, , , , ,
2.153,-0.0081675, , , , ,
2.1535,0.0046625, , , , ,
2.154,0.015518, , , , ,
2.1545,0.027032, , , , ,
2.155,0.037888, , , , ,
2.1555,0.040849, , , , ,
2.156,0.044467, , , , ,
2.1565,0.053021, , , , ,
2.157,0.064206, , , , ,
2.1575,0.083944, , , , ,
2.158,0.11289, , , , ,
2.1585,0.12178, , , , ,
2.159,0.097103, , , , ,
2.1595,0.074075, , , , ,
2.16,0.072101, , , , ,
2.1605,0.071443, , , , ,
2.161,0.051047, , , , ,
2.1615,0.0069655, , , , ,
2.162,-0.027578, , , , ,
2.1625,-0.040736, , , , ,
2.163,-0.033499, , , , ,
2.1635,-0.030867, , , , ,
2.164,-0.048632, , , , ,
2.1645,-0.075608, , , , ,
2.165,-0.085148, , , , ,
2.1655,-0.070344, , , , ,
2.166,-0.074621, , , , ,
2.1665,-0.099294, , , , ,
2.167,-0.10489, , , , ,
2.1675,-0.093372, , , , ,
2.168,-0.092385, , , , ,
2.1685,-0.10949, , , , ,
2.169,-0.12693, , , , ,
2.1695,-0.12726, , , , ,
2.17,-0.12429, , , , ,
2.1705,-0.12166, , , , ,
2.171,-0.1062, , , , ,
2.1715,-0.083503, , , , ,
2.172,-0.063107, , , , ,
2.1725,-0.044355, , , , ,
2.173,-0.028236, , , , ,
2.1735,-0.012774, , , , ,
2.174,0.0076225, , , , ,
2.1745,0.0244, , , , ,
2.175,0.029664, , , , ,
2.1755,0.02769, , , , ,
2.176,0.029993, , , , ,
2.1765,0.039862, , , , ,
2.177,0.054994, , , , ,
2.1775,0.089208, , , , ,
2.178,0.16158, , , , ,
2.1785,0.20205, , , , ,
2.179,0.17704, , , , ,
2.1795,0.13395, , , , ,
2.18,0.1096, , , , ,
2.1805,0.097761, , , , ,
2.181,0.079338, , , , ,
2.1815,0.032295, , , , ,
2.182,-0.051922, , , , ,
2.1825,-0.11969, , , , ,
2.183,-0.1312, , , , ,
2.1835,-0.097978, , , , ,
2.184,-0.076265, , , , ,
2.1845,-0.070015, , , , ,
2.185,-0.056527, , , , ,
2.1855,-0.032183, , , , ,
2.186,-0.0081675, , , , ,
2.1865,-0.0012595, , , , ,
2.187,-0.0042205, , , , ,
2.1875,-0.0048775, , , , ,
2.188,5.6451e-05, , , , ,
2.1885,-0.0012595, , , , ,
2.189,-0.0084965, , , , ,
2.1895,-0.013103, , , , ,
2.19,-0.022643, , , , ,
2.1905,-0.034486, , , , ,
2.191,-0.042381, , , , ,
2.1915,-0.037118, , , , ,
2.192,-0.028236, , , , ,
2.1925,-0.019682, , , , ,
2.193,-0.010471, , , , ,
2.1935,-0.0015885, , , , ,
2.194,0.0049915, , , , ,
2.1945,0.0092675, , , , ,
2.195,0.017821, , , , ,
2.1955,0.0244, , , , ,
2.196,0.029335, , , , ,
2.1965,0.028019, , , , ,
2.197,0.021439, , , , ,
2.1975,0.018808, , , , ,
2.198,0.017821, , , , ,
2.1985,0.01486, , , , ,
2.199,0.012228, , , , ,
2.1995,0.010583, , , , ,
2.2,0.014202, , , , ,
2.2005,0.020123, , , , ,
2.201,0.022756, , , , ,
2.2015,0.025058, , , , ,
2.202,0.021768, , , , ,
2.2025,0.014531, , , , ,
2.203,0.013544, , , , ,
2.2035,0.020781, , , , ,
2.204,0.031308, , , , ,
2.2045,0.040191, , , , ,
2.205,0.044467, , , , ,
2.2055,0.044796, , , , ,
2.206,0.043151, , , , ,
2.2065,0.042165, , , , ,
2.207,0.040849, , , , ,
2.2075,0.042822, , , , ,
2.208,0.047757, , , , ,
2.2085,0.044138, , , , ,
2.209,0.030322, , , , ,
2.2095,0.0069655, , , , ,
2.21,-0.013103, , , , ,
2.2105,-0.02034, , , , ,
2.211,-0.016393, , , , ,
2.2115,-0.011787, , , , ,
2.212,-0.017379, , , , ,
2.2125,-0.022643, , , , ,
2.213,-0.019024, , , , ,
2.2135,-0.0108, , , , ,
2.214,-0.0094835, , , , ,
2.2145,-0.011458, , , , ,
2.215,-0.017379, , , , ,
2.2155,-0.019353, , , , ,
2.216,-0.016064, , , , ,
2.2165,-0.010142, , , , ,
2.217,-0.010142, , , , ,
2.2175,-0.016721, , , , ,
2.218,-0.018366, , , , ,
2.2185,-0.014748, , , , ,
2.219,-0.012445, , , , ,
2.2195,-0.012116, , , , ,
2.22,-0.0091545, , , , ,
2.2205,-0.0022465, , , , ,
2.221,5.6451e-05, , , , ,
2.2215,0.0020305, , , , ,
2.222,0.01815, , , , ,
2.2225,0.055981, , , , ,
2.223,0.10105, , , , ,
2.2235,0.1402, , , , ,
2.224,0.19316, , , , ,
2.2245,0.23856, , , , ,
2.225,0.24185, , , , ,
2.2255,0.22244, , , , ,
2.226,0.19908, , , , ,
2.2265,0.17277, , , , ,
2.227,0.12967, , , , ,
2.2275,0.06914, , , , ,
2.228,0.0017015, , , , ,
2.2285,-0.085806, , , , ,
2.229,-0.18779, , , , ,
2.2295,-0.26411, , , , ,
2.23,-0.29635, , , , ,
2.2305,-0.29306, , , , ,
2.231,-0.26279, , , , ,
2.2315,-0.22332, , , , ,
2.232,-0.18515, , , , ,
2.2325,-0.15456, , , , ,
2.233,-0.13581, , , , ,
2.2335,-0.12166, , , , ,
2.234,-0.1062, , , , ,
2.2345,-0.091727, , , , ,
2.235,-0.077581, , , , ,
2.2355,-0.064093, , , , ,
2.236,-0.049619, , , , ,
2.2365,-0.034815, , , , ,
2.237,-0.025933, , , , ,
2.2375,-0.019353, , , , ,
2.238,-0.0068515, , , , ,
2.2385,0.024071, , , , ,
2.239,0.089208, , , , ,
2.2395,0.17441, , , , ,
2.24,0.25304, , , , ,
2.2405,0.3366, , , , ,
2.241,0.39186, , , , ,
2.2415,0.39055, , , , ,
2.242,0.3491, , , , ,
2.2425,0.2856, , , , ,
2.243,0.22376, , , , ,
2.2435,0.16816, , , , ,
2.244,0.092168, , , , ,
2.2445,-0.023959, , , , ,
2.245,-0.14634, , , , ,
2.2455,-0.20522, , , , ,
2.246,-0.2095, , , , ,
2.2465,-0.22529, , , , ,
2.247,-0.27167, , , , ,
2.2475,-0.31345, , , , ,
2.248,-0.31049, , , , ,
2.2485,-0.27431, , , , ,
2.249,-0.2345, , , , ,
2.2495,-0.19864, , , , ,
2.25,-0.16871, , , , ,
2.2505,-0.14305, , , , ,
2.251,-0.11443, , , , ,
2.2515,-0.088437, , , , ,
2.252,-0.073305, , , , ,
2.2525,-0.060475, , , , ,
2.253,-0.045671, , , , ,
2.2535,-0.032841, , , , ,
2.254,-0.026591, , , , ,
2.2545,-0.020011, , , , ,
2.255,-0.01705, , , , ,
2.2555,-0.0078385, , , , ,
2.256,0.0079515, , , , ,
2.2565,0.016505, , , , ,
2.257,0.019136, , , , ,
2.2575,0.024729, , , , ,
2.258,0.042165, , , , ,
2.2585,0.069469, , , , ,
2.259,0.097103, , , , ,
2.2595,0.10368, , , , ,
2.26,0.091181, , , , ,
2.2605,0.083286, , , , ,
2.261,0.08197, , , , ,
2.2615,0.077694, , , , ,
2.262,0.074733, , , , ,
2.2625,0.065193, , , , ,
2.263,0.046112, , , , ,
2.2635,0.034927, , , , ,
2.264,0.032953, , , , ,
2.2645,0.029006, , , , ,
2.265,0.022097, , , , ,
2.2655,0.012557, , , , ,
2.266,0.0049915, , , , ,
2.2665,0.0059785, , , , ,
2.267,0.014202, , , , ,
2.2675,0.021439, , , , ,
2.268,0.023413, , , , ,
2.2685,0.024071, , , , ,
2.269,0.024071, , , , ,
2.2695,0.026374, , , , ,
2.27,0.025716, , , , ,
2.2705,0.028019, , , , ,
2.271,0.035256, , , , ,
2.2715,0.045783, , , , ,
2.272,0.050389, , , , ,
2.2725,0.047428, , , , ,
2.273,0.043151, , , , ,
2.2735,0.047757, , , , ,
2.274,0.058284, , , , ,
2.2745,0.073088, , , , ,
2.275,0.081312, , , , ,
2.2755,0.080983, , , , ,
2.276,0.076049, , , , ,
2.2765,0.067166, , , , ,
2.277,0.062561, , , , ,
2.2775,0.054994, , , , ,
2.278,0.032624, , , , ,
2.2785,0.0046625, , , , ,
2.279,-0.01705, , , , ,
2.2795,-0.02034, , , , ,
2.28,0.028348, , , , ,
2.2805,0.08855, , , , ,
2.281,0.097103, , , , ,
2.2815,0.070785, , , , ,
2.282,0.063877, , , , ,
2.2825,0.071443, , , , ,
2.283,0.066508, , , , ,
2.2835,0.039204, , , , ,
2.284,-0.0091545, , , , ,
2.2845,-0.044355, , , , ,
2.285,-0.057185, , , , ,
2.2855,-0.059488, , , , ,
2.286,-0.075936, , , , ,
2.2865,-0.10423, , , , ,
2.287,-0.12397, , , , ,
2.2875,-0.12956, , , , ,
2.288,-0.12956, , , , ,
2.2885,-0.12627, , , , ,
2.289,-0.11936, , , , ,
2.2895,-0.11146, , , , ,
2.29,-0.10521, , , , ,
2.2905,-0.091398, , , , ,
2.291,-0.074621, , , , ,
2.2915,-0.06212, , , , ,
2.292,-0.047316, , , , ,
2.2925,-0.03317, , , , ,
2.293,-0.027907, , , , ,
2.2935,-0.025933, , , , ,
2.294,-0.020011, , , , ,
2.2945,-0.018037, , , , ,
2.295,-0.015735, , , , ,
2.2955,-0.010471, , , , ,
2.296,-0.0045495, , , , ,
2.2965,-0.0055355, , , , ,
2.297,-0.0045495, , , , ,
2.2975,-0.0029045, , , , ,
2.298,-0.0022465, , , , ,
2.2985,-0.00093055, , , , ,
2.299,0.00038545, , , , ,
2.2995,0.0086095, , , , ,
2.3,0.022426, , , , ,
2.3005,0.035256, , , , ,
2.301,0.04677, , , , ,
2.3015,0.052034, , , , ,
2.302,0.051705, , , , ,
2.3025,0.048744, , , , ,
2.303,0.040849, , , , ,
2.3035,0.029993, , , , ,
2.304,0.022097, , , , ,
2.3045,0.025058, , , , ,
2.305,0.027032, , , , ,
2.3055,0.026374, , , , ,
2.306,0.028348, , , , ,
2.3065,0.031308, , , , ,
2.307,0.029993, , , , ,
2.3075,0.022097, , , , ,
2.308,0.014531, , , , ,
2.3085,0.013873, , , , ,
2.309,0.014202, , , , ,
2.3095,0.0089385, , , , ,
2.31,0.0020305, , , , ,
2.3105,-0.0088255, , , , ,
2.311,-0.013103, , , , ,
2.3115,-0.0084965, , , , ,
2.312,-0.010142, , , , ,
2.3125,-0.012445, , , , ,
2.313,-0.0081675, , , , ,
2.3135,0.0030175, , , , ,
2.314,0.010254, , , , ,
2.3145,0.015847, , , , ,
2.315,0.02769, , , , ,
2.3155,0.040849, , , , ,
2.316,0.050718, , , , ,
2.3165,0.055981, , , , ,
2.317,0.045783, , , , ,
2.3175,0.019465, , , , ,
2.318,-0.015077, , , , ,
2.3185,-0.036789, , , , ,
2.319,-0.041065, , , , ,
2.3195,-0.045013, , , , ,
2.32,-0.05225, , , , ,
2.3205,-0.048303, , , , ,
2.321,-0.034157, , , , ,
2.3215,-0.027578, , , , ,
2.322,-0.023959, , , , ,
2.3225,-0.00093055, , , , ,
2.323,0.022426, , , , ,
2.3235,0.037888, , , , ,
2.324,0.048415, , , , ,
2.3245,0.054665, , , , ,
2.325,0.057626, , , , ,
2.3255,0.0596, , , , ,
2.326,0.057626, , , , ,
2.3265,0.043151, , , , ,
2.327,0.012886, , , , ,
2.3275,-0.026591, , , , ,
2.328,-0.063107, , , , ,
2.3285,-0.085148, , , , ,
2.329,-0.086135, , , , ,
2.3295,-0.079226, , , , ,
2.33,-0.075936, , , , ,
2.3305,-0.065738, , , , ,
2.331,-0.045013, , , , ,
2.3315,-0.028236, , , , ,
2.332,-0.015406, , , , ,
2.3325,0.017492, , , , ,
2.333,0.048415, , , , ,
2.3335,0.066837, , , , ,
2.334,0.090194, , , , ,
2.3345,0.11257, , , , ,
2.335,0.11421, , , , ,
2.3355,0.091181, , , , ,
2.336,0.061574, , , , ,
2.3365,0.035914, , , , ,
2.337,0.0056495, , , , ,
2.3375,-0.032512, , , , ,
2.338,-0.065738, , , , ,
2.3385,-0.086464, , , , ,
2.339,-0.094359, , , , ,
2.3395,-0.096004, , , , ,
2.34,-0.091727, , , , ,
2.3405,-0.084161, , , , ,
2.341,-0.071002, , , , ,
2.3415,-0.061462, , , , ,
2.342,-0.053895, , , , ,
2.3425,-0.040736, , , , ,
2.343,-0.020011, , , , ,
2.3435,-0.00093055, , , , ,
2.344,0.020452, , , , ,
2.3445,0.04677, , , , ,
2.345,0.074075, , , , ,
2.3455,0.094471, , , , ,
2.346,0.095787, , , , ,
2.3465,0.083286, , , , ,
